label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
0,7,2,19,262,4,31,3,21,140,2032,8,13,2,17
0,5,2,20,348,4,34,7,20,260,2117,8,38,0,17
0,2,2,28,389,2,21,4,18,288,1815,8,54,6,17
0,7,2,22,314,2,16,5,35,200,2401,8,54,8,17
0,2,2,36,345,2,16,5,35,225,2401,8,54,5,17
0,5,2,30,319,5,30,3,20,278,1555,8,22,2,11
0,7,2,16,391,4,30,3,20,278,1555,8,22,6,17
0,8,2,17,215,4,30,3,35,351,1614,8,22,8,17
0,6,4,33,319,3,30,3,11,351,2117,8,22,5,17
0,7,2,30,319,3,30,3,28,278,1811,8,22,6,17
0,3,2,27,212,5,28,2,35,306,2001,8,38,0,15
0,2,2,21,232,2,30,3,20,346,2103,8,22,0,11
0,5,2,30,319,5,17,4,21,301,2401,8,54,4,17
0,7,2,20,328,4,30,3,20,278,2117,8,22,6,17
0,4,2,16,415,2,30,3,20,351,2117,8,59,0,11
0,7,2,21,164,2,23,6,20,245,2117,8,67,0,17
0,3,4,33,319,3,32,6,28,312,2032,8,67,0,17
0,2,2,13,182,2,30,3,35,319,2032,8,13,2,11
0,7,2,21,424,4,16,3,20,202,2117,8,22,7,17
0,8,2,27,319,3,16,3,20,351,2117,8,22,5,17
0,7,2,16,391,2,30,3,35,351,1656,8,13,4,17
0,8,2,30,319,3,16,5,35,225,2401,8,54,8,17
0,5,2,30,319,3,21,2,16,200,2401,8,54,9,17
0,8,2,20,328,5,23,6,20,308,2117,8,37,0,16
0,2,2,24,371,5,30,3,20,278,1555,8,22,0,11
0,2,2,14,172,4,30,3,20,278,1555,8,22,5,17
0,3,2,16,210,2,31,3,20,248,2032,8,13,0,15
0,7,2,28,294,2,16,5,35,237,2401,8,54,3,17
0,7,2,20,163,4,30,3,20,278,2117,8,22,2,17
0,5,2,29,363,2,34,7,20,142,2438,8,38,8,17
0,8,2,30,319,3,16,5,21,202,2117,8,54,6,17
0,4,2,17,254,5,16,3,20,202,2117,8,22,0,11
0,7,2,29,169,2,30,3,20,278,1555,8,22,5,17
0,5,2,21,179,5,30,3,28,263,2032,8,13,2,11
0,7,2,16,391,2,30,3,35,351,1656,8,13,4,17
0,8,2,21,220,5,30,3,35,351,2397,8,22,4,17
0,8,2,26,310,2,34,2,20,245,2001,8,40,9,17
0,5,2,21,434,5,30,3,35,344,2541,8,38,0,11
0,6,4,33,319,3,27,2,11,349,1186,8,34,5,17
0,8,2,20,164,2,23,6,20,245,1821,8,38,0,16
0,6,4,33,319,3,27,2,20,346,1033,8,17,3,17
0,6,4,33,319,3,30,3,20,278,2117,8,22,4,17
0,6,4,33,319,3,16,2,11,225,2117,8,25,8,17
0,7,2,16,329,4,30,3,20,278,1555,8,47,9,17
0,7,2,19,199,4,16,3,21,151,2541,8,17,5,17
0,7,2,20,321,2,30,3,20,151,2117,8,22,6,17
0,5,2,30,319,3,30,3,20,346,2117,8,22,0,15
0,7,2,20,348,2,16,5,20,202,2401,5,54,9,17
0,7,2,20,112,2,16,5,21,225,2401,8,26,0,11
0,7,2,26,341,2,21,4,30,338,2117,8,67,4,17
0,3,4,33,319,3,15,2,20,281,1704,8,44,0,16
0,5,2,26,239,2,34,7,20,314,1524,8,38,5,17
0,8,2,13,203,4,16,8,32,349,2401,8,67,4,17
0,2,2,29,172,2,16,5,20,191,2231,8,38,0,13
0,8,2,26,380,4,30,3,20,278,1555,8,17,5,17
0,2,2,20,315,2,30,3,20,278,2117,8,22,5,17
0,7,2,24,135,5,30,3,20,351,2117,8,22,4,17
0,5,2,20,170,4,34,7,20,307,2401,8,12,8,17
0,5,2,21,343,5,31,3,21,151,2117,8,22,0,11
0,5,2,41,135,5,16,7,20,202,2117,8,42,0,10
0,7,2,16,391,2,16,5,21,225,2117,8,54,6,17
0,2,2,29,353,2,16,3,20,346,2117,8,22,0,13
0,8,2,16,106,4,30,3,20,351,2117,8,22,9,17
0,6,4,33,319,3,30,2,11,278,2482,8,17,0,11
0,2,2,32,170,4,30,3,35,351,2117,8,22,0,15
0,2,2,21,220,5,17,4,17,108,2117,8,54,6,17
0,2,2,26,300,2,31,3,20,248,1821,8,13,0,11
0,2,2,32,215,4,30,3,35,351,2117,8,22,5,17
0,2,2,26,392,2,16,5,20,202,2117,8,54,5,17
0,2,2,16,420,2,31,3,20,346,2117,8,17,4,17
0,5,2,30,319,3,16,5,20,124,2202,8,38,0,15
0,5,2,27,319,3,11,8,36,299,2541,8,28,2,15
0,8,2,20,199,4,11,8,36,252,2117,8,34,0,11
0,5,2,19,129,4,34,7,19,224,1744,8,38,0,16
0,8,2,41,319,5,30,3,35,351,2117,8,22,5,17
0,6,4,33,319,3,30,3,20,351,2117,8,22,9,17
0,7,2,16,365,2,30,3,20,279,2397,8,22,0,15
0,2,2,28,159,2,21,4,16,349,2117,8,38,9,17
0,3,2,16,391,2,17,4,20,248,2032,8,28,2,11
0,8,2,45,431,5,16,5,20,137,2117,8,54,2,11
0,3,2,20,224,2,17,4,20,288,1815,8,34,2,11
0,5,2,21,424,5,11,8,32,301,1186,8,21,2,15
