label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
1,3,2,19,199,2,21,4,16,293,2231,8,34,6,17
1,5,2,33,163,3,30,3,35,123,2117,8,13,6,10
0,8,2,29,120,2,31,3,20,346,2117,8,13,6,15
0,2,2,20,420,4,34,7,21,224,2401,8,54,9,17
0,5,2,26,138,5,11,8,32,140,2401,8,34,5,17
0,2,2,17,103,4,17,6,28,335,2117,8,28,1,17
0,5,2,20,185,5,31,3,20,151,2117,8,13,5,17
0,5,3,11,328,2,30,3,35,351,2397,8,13,9,17
0,9,2,17,441,2,17,3,20,246,2556,8,28,6,17
0,8,2,24,113,5,31,3,20,151,2117,8,22,4,17
0,5,2,39,167,5,11,8,37,302,2401,8,67,4,17
0,6,4,33,319,3,28,2,35,324,2401,8,54,2,17
0,5,3,21,355,4,32,7,21,312,1505,8,38,4,17
1,5,2,21,356,3,30,3,35,123,2397,8,13,0,17
1,8,2,11,407,5,11,3,20,346,1704,8,17,3,17
0,7,2,28,250,2,16,5,21,183,2117,8,38,9,15
1,2,3,11,215,2,16,5,21,224,1704,8,38,0,17
0,6,4,33,319,3,27,2,11,248,2117,8,17,9,17
0,5,2,30,113,5,30,3,20,351,2117,8,22,4,17
0,5,2,30,113,5,30,3,28,351,2117,8,50,9,17
0,5,2,18,328,5,31,3,28,278,2117,8,13,6,11
0,2,3,45,297,2,31,3,28,122,2117,8,13,2,17
0,6,4,33,319,3,27,2,11,319,2117,8,32,8,17
0,8,3,18,279,5,23,6,28,141,2482,8,67,0,16
0,8,2,32,324,4,11,8,32,245,2401,8,38,8,17
1,8,2,44,139,4,16,5,35,324,2231,8,20,4,17
1,2,2,41,116,4,16,5,21,225,1515,8,38,9,17
0,5,2,41,371,5,31,3,35,278,1821,8,34,0,17
0,8,2,22,431,4,16,5,20,321,1338,8,38,7,17
1,8,3,39,371,5,16,5,21,321,1074,8,38,3,17
0,8,2,21,424,2,34,7,21,237,2401,8,38,6,17
0,8,2,26,425,2,17,4,28,214,2117,8,37,8,15
1,3,4,33,319,3,27,2,11,299,2117,8,34,8,17
0,8,2,30,275,5,36,4,30,139,1815,8,28,4,17
0,3,4,33,319,3,27,2,11,299,2541,8,69,6,17
0,4,2,26,254,2,21,4,16,349,1881,8,34,4,17
0,2,2,21,179,4,11,8,32,216,2177,8,34,5,11
0,6,4,33,319,3,27,2,11,142,2401,8,28,3,17
0,5,2,20,220,5,31,3,21,321,2117,8,17,4,17
0,7,2,32,169,2,11,8,32,299,2341,8,25,5,11
0,5,2,25,232,2,31,3,21,248,1821,8,13,7,17
1,7,3,41,352,4,11,8,37,321,2217,8,13,2,13
0,8,2,45,429,3,31,3,20,122,1153,8,22,2,17
0,2,3,13,404,2,34,5,20,225,2401,8,38,2,14
0,8,2,18,263,4,17,5,20,183,1264,8,38,8,17
0,2,4,18,282,2,11,2,11,204,2541,8,38,3,17
1,8,2,25,218,5,16,5,21,191,2218,8,38,9,17
0,6,4,33,319,3,27,2,11,248,2177,8,17,9,17
0,7,2,45,383,2,31,3,20,151,2177,8,13,6,17
0,5,2,30,373,5,30,3,21,351,2117,8,22,3,17
0,7,2,11,220,2,31,3,20,334,2541,8,59,0,17
0,8,2,19,328,5,21,4,16,183,2401,8,34,9,17
0,2,2,20,217,2,31,5,20,122,2117,8,17,6,17
0,7,2,21,163,2,31,3,21,228,2117,8,28,0,17
0,5,2,12,409,3,34,7,20,137,2117,8,38,9,14
0,8,2,37,173,4,20,6,19,190,1744,8,67,8,16
0,5,2,22,136,5,31,3,21,210,2117,8,17,9,17
0,5,2,18,349,5,23,6,19,245,1821,8,40,0,16
0,7,2,18,282,2,11,8,36,246,1815,8,34,6,17
0,8,2,12,113,4,31,3,20,151,2117,8,26,7,17
0,2,2,41,278,4,31,3,20,151,2117,8,13,4,17
0,5,2,24,147,2,31,3,20,313,2401,8,59,7,17
1,5,3,11,113,3,30,3,28,123,2177,8,22,0,10
0,5,2,30,191,4,30,3,13,329,1555,8,49,4,17
0,9,2,11,119,2,34,6,20,334,2117,8,38,9,17
0,8,2,20,220,2,32,3,20,351,2117,8,42,0,16
0,5,2,16,205,4,19,6,20,252,1614,8,12,8,13
0,3,3,45,175,4,21,4,16,298,2401,8,34,9,17
0,8,2,26,370,2,17,5,20,301,1048,8,17,7,17
0,5,2,31,434,4,31,3,20,248,2117,8,59,9,17
