label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
0,7,2,22,203,4,16,5,35,321,2401,8,54,4,17
0,5,2,20,282,5,32,6,28,234,2117,8,37,3,17
0,8,2,29,207,4,34,7,35,137,2032,8,12,5,17
0,2,2,29,389,2,16,5,21,183,1186,8,38,2,11
0,6,4,33,319,3,27,2,11,310,1171,8,58,5,17
0,8,2,34,187,2,16,5,20,334,2032,8,38,9,17
0,9,2,16,352,2,16,5,28,262,2478,8,54,3,17
0,7,2,16,310,2,16,5,21,202,1486,8,38,6,11
0,2,2,41,406,2,16,5,19,124,2541,8,38,5,17
0,2,2,18,297,5,30,3,13,145,2353,8,22,9,17
0,7,2,22,303,2,31,3,21,151,2117,8,59,4,17
0,5,2,30,113,5,34,7,20,224,2519,8,38,0,16
0,8,2,20,372,5,34,7,20,217,1413,8,65,0,11
0,5,2,29,155,2,26,7,35,138,1710,8,12,0,16
0,3,2,16,120,4,16,5,19,124,1570,8,38,7,17
0,5,2,30,113,5,16,5,28,262,2478,8,52,8,17
0,8,2,13,430,2,11,8,32,226,2401,8,24,6,17
0,8,2,21,220,5,16,5,19,124,2117,8,40,5,17
0,6,4,33,319,3,27,2,11,108,2117,8,21,0,11
0,7,2,21,424,5,30,3,35,113,2397,8,50,9,17
0,2,2,45,326,2,30,3,21,123,2397,8,59,5,17
0,7,2,27,162,5,31,3,20,346,2103,8,17,7,17
0,6,4,33,319,3,27,2,11,272,1199,8,59,7,17
0,9,2,45,256,2,34,7,21,219,1505,8,20,7,17
0,8,2,34,268,2,34,7,21,115,1505,8,54,0,11
0,3,4,41,135,5,34,7,21,136,2401,8,54,9,17
0,2,2,41,135,5,23,6,20,356,2117,8,54,7,17
0,3,2,19,240,4,11,8,29,109,2032,8,28,9,17
0,5,2,46,354,2,15,6,20,257,1815,8,34,2,17
0,9,2,17,254,5,32,6,20,229,2117,8,62,5,17
0,8,2,18,368,2,31,3,21,151,2117,8,59,4,17
0,6,4,33,319,3,27,2,11,272,1199,8,31,9,17
0,7,2,17,272,4,32,6,19,141,2459,8,17,0,16
0,5,2,18,297,5,30,3,13,145,1033,8,17,8,17
0,7,2,16,110,4,15,6,20,257,1815,8,63,6,11
0,5,2,20,282,5,17,4,20,173,1044,8,28,0,15
0,7,2,22,379,2,31,3,20,346,2117,8,50,8,17
0,8,2,46,354,2,31,3,21,151,2383,8,17,5,17
0,8,2,41,135,5,30,3,13,194,1199,8,59,9,17
0,3,2,20,282,5,20,6,19,281,1744,8,49,9,14
0,7,2,26,329,2,34,7,19,260,1975,8,38,6,17
0,2,2,29,285,2,21,4,30,338,2341,8,28,6,17
0,7,2,39,429,5,31,3,20,122,2032,8,13,9,17
0,7,2,46,206,2,32,6,20,229,2519,8,67,6,17
0,5,2,19,151,4,34,7,20,322,1815,8,54,6,17
0,3,2,20,441,2,17,4,30,287,2401,8,47,9,17
0,4,2,14,300,2,16,5,19,164,1570,8,38,0,16
0,5,2,29,207,4,34,7,20,137,2117,8,54,7,17
1,8,2,26,239,2,16,5,20,334,2117,8,26,3,17
0,7,3,46,138,2,30,3,35,351,1614,8,17,6,17
0,7,2,28,266,2,32,6,20,222,2482,8,38,0,16
0,2,3,21,291,4,16,5,13,334,2117,8,26,3,11
0,8,2,46,354,2,16,5,35,191,2231,8,26,6,17
0,7,2,21,434,5,16,5,28,250,2431,8,38,0,16
0,3,2,26,329,2,16,5,21,225,2087,8,13,8,17
0,3,2,27,162,5,16,5,13,292,2524,8,38,4,17
0,6,4,33,319,3,27,2,11,272,1199,8,22,9,17
0,2,2,25,420,2,32,6,32,187,2401,8,34,6,17
0,5,2,34,325,2,20,6,19,190,1509,8,67,0,16
0,7,2,17,373,4,30,3,28,278,2419,8,13,5,15
0,5,2,42,175,2,34,7,21,200,2401,8,54,4,15
0,3,2,20,328,5,16,5,35,191,2431,8,12,8,17
0,6,4,33,319,3,27,2,11,202,2117,8,54,9,17
0,7,2,41,405,2,16,5,21,127,2401,8,20,5,11
0,7,2,17,343,5,32,6,20,229,1656,8,28,0,12
0,7,2,45,311,2,32,6,20,161,1263,8,38,0,16
0,7,2,39,429,5,31,3,13,210,1264,8,13,4,17
0,9,2,36,362,2,28,2,35,348,2001,8,50,0,15
0,2,2,27,162,5,11,8,36,302,2032,8,28,8,17
0,2,2,41,135,5,31,3,20,248,2117,8,22,9,17
0,7,2,16,310,2,16,5,21,296,1631,8,38,5,17
0,5,2,32,387,2,34,7,20,322,1815,8,54,7,17
0,3,2,30,113,5,11,8,29,337,1078,8,28,4,17
0,5,2,13,347,2,15,6,20,257,1815,8,21,5,17
0,8,2,22,203,4,32,6,19,312,2117,8,60,0,16
0,8,2,34,393,4,11,8,36,299,2117,8,63,9,17
0,8,2,20,282,5,16,5,13,168,2032,8,12,4,17
0,5,2,28,263,4,31,3,20,248,1796,8,17,0,11
0,2,2,20,246,2,16,5,20,334,2541,8,12,2,17
0,3,2,24,431,5,31,3,20,346,2117,8,50,3,11
0,3,2,41,135,5,30,3,11,343,2353,8,32,9,17
0,3,3,22,203,4,11,8,29,109,2032,8,28,5,17
0,6,4,33,319,3,27,2,11,151,2117,8,22,3,17
0,3,2,41,135,5,32,6,29,207,2353,8,54,4,17
0,8,2,20,282,5,16,5,20,202,2117,5,53,7,14
0,2,2,26,380,4,16,5,20,220,2431,8,12,5,17
0,5,2,13,178,2,11,8,29,109,1656,8,28,9,17
0,2,2,27,162,5,30,3,35,319,1815,8,50,4,17
0,7,2,20,321,2,11,8,32,226,2401,8,63,9,17
0,7,2,30,113,5,16,5,21,333,2117,8,26,9,17
0,7,2,31,166,2,30,3,20,278,2217,8,13,8,17
0,6,4,33,319,3,27,2,11,187,2401,8,54,9,17
0,2,2,39,429,5,16,5,20,334,2117,8,43,6,17
