label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
0.0,5.0,2.0,39.0,429.0,5.0,34.0,7.0,21.0,310.0,2117.0,8.0,38.0,7.0,17.0
0.0,3.0,2.0,18.0,376.0,2.0,30.0,3.0,35.0,351.0,2117.0,8.0,17.0,9.0,17.0
0.0,7.0,2.0,30.0,113.0,5.0,32.0,6.0,32.0,202.0,2117.0,8.0,54.0,0.0,16.0
0.0,8.0,2.0,16.0,212.0,5.0,30.0,3.0,13.0,278.0,1381.0,8.0,13.0,8.0,17.0
0.0,8.0,2.0,21.0,220.0,2.0,34.0,7.0,20.0,136.0,2117.0,8.0,54.0,0.0,15.0
0.0,5.0,2.0,34.0,393.0,4.0,16.0,5.0,20.0,202.0,2231.0,8.0,54.0,0.0,16.0
0.0,8.0,2.0,42.0,175.0,2.0,31.0,3.0,21.0,151.0,2117.0,8.0,50.0,9.0,17.0
0.0,8.0,2.0,16.0,175.0,2.0,16.0,5.0,21.0,107.0,2401.0,8.0,38.0,4.0,17.0
0.0,2.0,2.0,18.0,297.0,4.0,34.0,7.0,20.0,220.0,1186.0,8.0,38.0,5.0,17.0
0.0,8.0,2.0,42.0,389.0,2.0,16.0,5.0,21.0,191.0,2117.0,8.0,38.0,3.0,17.0
0.0,6.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,123.0,2117.0,8.0,59.0,6.0,11.0
0.0,7.0,2.0,18.0,297.0,5.0,16.0,5.0,16.0,220.0,2401.0,8.0,38.0,7.0,17.0
0.0,8.0,2.0,13.0,397.0,2.0,31.0,3.0,21.0,183.0,2117.0,8.0,13.0,8.0,17.0
0.0,8.0,2.0,46.0,354.0,2.0,28.0,2.0,21.0,139.0,1744.0,8.0,59.0,9.0,17.0
0.0,3.0,2.0,21.0,437.0,4.0,31.0,3.0,20.0,210.0,2401.0,8.0,17.0,9.0,17.0
0.0,8.0,2.0,18.0,157.0,2.0,30.0,3.0,35.0,151.0,1815.0,8.0,38.0,0.0,11.0
0.0,8.0,2.0,16.0,185.0,2.0,11.0,8.0,32.0,293.0,1186.0,8.0,17.0,9.0,17.0
0.0,6.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,109.0,2231.0,8.0,17.0,0.0,11.0
0.0,5.0,2.0,26.0,207.0,4.0,34.0,7.0,20.0,346.0,2117.0,8.0,54.0,0.0,15.0
