label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
0,5,2,30,113,5,34,7,21,137,1815,8,54,8,17
0,8,2,21,372,4,21,4,12,310,1186,8,28,6,17
0,6,2,33,319,3,27,7,20,217,1186,8,54,7,17
0,5,2,26,212,4,21,4,12,338,1186,8,28,8,17
0,3,2,21,424,4,28,2,11,327,2231,8,17,7,17
0,5,2,30,113,5,16,5,20,220,2231,8,54,0,11
0,9,2,20,310,2,15,6,30,257,1815,8,28,6,17
0,3,2,36,275,4,32,6,29,207,1186,8,28,4,17
0,8,2,13,393,2,34,7,19,260,2519,8,40,0,16
0,5,2,34,329,2,34,7,21,115,1505,8,54,6,17
0,3,2,20,162,5,19,6,30,228,2438,8,54,9,17
0,3,2,44,297,5,19,7,30,228,1505,8,40,0,13
0,7,2,29,200,2,11,8,32,299,1443,8,63,9,17
0,3,2,20,282,5,16,5,21,202,2401,5,53,9,17
0,5,2,17,300,2,34,6,19,131,2519,8,66,0,17
0,3,4,30,113,5,16,5,21,324,2401,5,53,4,17
0,5,2,16,252,2,16,5,21,183,2401,8,38,7,17
0,9,2,26,356,4,15,6,20,161,1815,8,63,9,17
0,2,2,20,328,5,32,6,20,156,2117,8,38,7,17
0,3,4,46,365,2,14,6,23,207,1186,8,38,2,17
0,5,2,17,328,5,31,3,20,278,2032,8,13,0,17
0,4,2,16,185,2,32,6,20,229,2032,8,28,9,17
0,6,4,33,319,3,27,2,11,193,1199,8,54,5,16
0,5,2,20,154,5,17,4,30,208,1634,8,63,0,10
0,5,2,20,399,5,19,6,35,298,2153,8,54,5,17
0,8,2,28,275,2,28,2,35,151,2001,8,13,0,12
0,7,2,12,399,5,32,6,19,142,2117,8,49,0,17
0,7,2,13,440,4,16,5,21,164,2117,8,12,7,17
0,3,4,20,372,5,24,6,23,311,1603,8,17,0,12
0,7,2,18,297,5,12,4,23,308,2231,8,17,7,17
0,8,2,34,412,5,34,7,20,237,1927,8,38,0,15
0,3,2,24,282,2,16,5,21,168,2401,5,53,7,17
0,8,2,20,191,2,20,3,35,203,2541,8,22,0,17
1,8,2,19,228,2,16,5,21,191,2001,8,38,0,15
0,5,2,30,328,5,32,6,35,312,1555,8,67,0,16
0,4,2,26,339,2,32,6,20,229,2117,8,17,6,17
0,8,2,39,429,5,32,6,19,312,2117,8,47,0,16
0,7,2,17,120,4,34,7,20,137,2032,8,13,6,17
0,5,2,13,150,2,20,6,19,190,1744,8,60,0,16
0,2,2,27,136,5,30,3,13,272,2482,8,22,5,17
0,6,4,33,319,3,27,2,11,319,1505,8,38,7,17
0,8,2,28,260,4,28,2,28,351,2541,8,47,0,16
0,2,2,20,328,5,32,6,20,281,1656,8,67,9,17
0,7,2,16,226,2,30,3,13,272,2397,8,59,9,17
0,3,2,26,310,2,11,8,29,337,2519,8,21,4,17
0,6,4,33,319,3,27,2,11,349,2401,8,28,9,17
0,8,2,26,250,2,12,5,19,203,2541,8,13,0,16
0,2,3,45,389,2,32,6,28,278,2117,8,28,0,16
0,3,3,20,185,2,16,6,19,190,1819,8,52,0,16
0,4,2,32,335,2,11,8,29,109,1413,8,28,9,17
0,4,2,31,412,2,16,5,28,323,2469,8,38,4,17
0,6,4,33,319,3,27,2,11,308,2032,8,69,0,15
0,8,3,21,424,2,11,8,36,301,1186,8,34,2,15
0,5,2,19,393,2,34,7,19,260,1135,8,38,0,16
0,7,2,19,208,4,30,3,35,145,2117,8,13,9,17
0,5,2,20,424,5,17,4,20,189,1815,8,38,7,17
0,6,4,33,319,3,27,2,11,151,2178,8,13,8,17
0,3,2,42,328,5,11,8,29,337,2341,8,17,8,17
0,3,4,34,310,2,30,3,13,272,2482,8,22,9,17
1,3,2,46,342,2,16,5,19,164,1743,8,38,0,16
0,5,2,20,108,4,20,6,28,190,2111,8,38,0,17
0,4,2,19,263,2,11,8,32,301,1186,8,62,7,17
0,8,2,39,348,5,30,3,13,272,1199,8,22,9,17
0,3,2,12,148,2,19,6,30,228,1505,8,40,0,13
0,6,4,33,319,3,27,2,11,193,2117,8,31,0,14
0,5,2,14,321,2,31,7,21,173,1505,8,54,6,17
1,8,2,28,293,2,16,5,11,164,2117,8,40,0,15
0,8,2,26,360,4,21,4,12,107,2231,8,38,0,17
0,5,2,30,328,2,11,8,29,310,1656,8,62,8,17
0,2,2,20,424,2,32,6,29,229,1656,8,38,0,16
0,8,2,46,347,2,31,3,35,145,2383,8,13,0,17
1,5,2,18,344,5,16,5,19,202,1786,8,54,0,15
0,2,4,16,226,2,30,3,13,211,2397,8,59,5,17
0,7,2,20,328,5,16,5,13,176,2231,5,12,7,17
1,5,2,18,155,2,16,5,19,203,1509,8,38,0,16
0,4,2,41,254,2,30,3,13,319,1614,8,13,0,17
0,3,2,18,147,2,19,6,30,228,1505,8,42,4,13
0,3,2,21,441,5,28,2,35,351,1555,8,13,8,17
0,6,4,33,319,3,27,2,11,120,1200,8,38,0,17
0,3,2,46,354,2,16,2,13,262,1815,8,12,8,17
0,5,2,30,113,5,34,7,21,137,2401,8,54,7,17
0,8,2,20,276,5,31,3,28,151,2177,8,22,3,17
0,8,4,33,319,3,32,6,19,141,2519,8,40,0,16
0,8,2,29,319,4,30,3,35,272,2177,8,22,7,17
0,2,2,15,263,5,21,4,30,208,2401,8,21,9,17
0,6,4,33,319,3,27,2,11,323,1186,8,28,8,17
0,3,2,20,170,5,17,4,35,328,2401,8,63,4,17
0,5,2,20,156,4,33,4,20,184,1153,8,38,9,17
0,3,2,26,120,3,16,5,13,145,1631,8,13,6,17
1,5,2,41,256,4,34,7,20,137,1186,8,54,9,17
0,3,2,42,162,5,30,3,13,278,2578,8,59,7,17
0,2,4,29,212,2,11,8,29,109,1043,8,31,4,17
0,6,4,33,319,3,27,2,11,113,2032,8,54,7,17
0,3,2,20,328,5,16,5,21,202,2401,5,53,9,17
