label,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,creat_type_cd,slot_id,u_refreshTimes,u_feedLifeCycle
0,5.0,2.0,20.0,328.0,5.0,32.0,6.0,19.0,312.0,2117.0,8.0,38.0,4.0,17.0
0,8.0,2.0,46.0,391.0,2.0,11.0,8.0,32.0,302.0,2438.0,8.0,38.0,0.0,17.0
0,3.0,2.0,16.0,157.0,2.0,24.0,2.0,23.0,305.0,1505.0,8.0,28.0,9.0,17.0
0,5.0,2.0,30.0,113.0,5.0,11.0,8.0,16.0,292.0,2401.0,8.0,54.0,9.0,17.0
0,7.0,2.0,45.0,354.0,2.0,32.0,6.0,20.0,124.0,2117.0,8.0,40.0,9.0,17.0
0,3.0,2.0,30.0,113.0,5.0,34.0,7.0,19.0,228.0,1505.0,8.0,47.0,2.0,15.0
0,8.0,2.0,13.0,391.0,2.0,17.0,4.0,11.0,305.0,2401.0,8.0,38.0,8.0,17.0
0,7.0,2.0,16.0,212.0,2.0,16.0,5.0,20.0,139.0,2117.0,8.0,38.0,3.0,11.0
0,2.0,2.0,21.0,106.0,2.0,16.0,5.0,20.0,202.0,2117.0,8.0,54.0,9.0,17.0
0,2.0,2.0,16.0,424.0,5.0,17.0,4.0,20.0,288.0,1815.0,8.0,54.0,0.0,16.0
0,8.0,2.0,41.0,179.0,5.0,34.0,7.0,20.0,127.0,1815.0,8.0,21.0,5.0,17.0
0,3.0,4.0,33.0,319.0,3.0,34.0,7.0,21.0,176.0,1505.0,8.0,54.0,9.0,17.0
0,8.0,2.0,32.0,179.0,5.0,34.0,7.0,20.0,137.0,2117.0,8.0,54.0,5.0,17.0
0,8.0,2.0,16.0,245.0,2.0,15.0,6.0,20.0,257.0,1815.0,8.0,21.0,9.0,17.0
0,8.0,2.0,20.0,170.0,4.0,16.0,5.0,20.0,220.0,1815.0,8.0,25.0,4.0,17.0
0,3.0,2.0,16.0,352.0,2.0,34.0,7.0,19.0,260.0,2117.0,8.0,40.0,0.0,11.0
0,8.0,2.0,46.0,347.0,2.0,32.0,6.0,19.0,141.0,2117.0,8.0,38.0,9.0,17.0
0,8.0,2.0,16.0,110.0,4.0,16.0,5.0,28.0,312.0,2117.0,8.0,38.0,9.0,17.0
0,8.0,2.0,41.0,304.0,2.0,16.0,5.0,11.0,176.0,2117.0,5.0,53.0,9.0,17.0
0,7.0,2.0,21.0,240.0,5.0,16.0,5.0,19.0,124.0,2117.0,8.0,54.0,6.0,17.0
0,3.0,2.0,17.0,215.0,4.0,15.0,6.0,21.0,257.0,1815.0,8.0,54.0,8.0,17.0
0,7.0,2.0,17.0,343.0,5.0,34.0,7.0,21.0,136.0,2401.0,8.0,54.0,9.0,17.0
0,5.0,2.0,30.0,113.0,5.0,34.0,7.0,20.0,217.0,2117.0,8.0,34.0,8.0,17.0
0,6.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,346.0,2117.0,8.0,54.0,6.0,17.0
0,8.0,2.0,26.0,275.0,2.0,15.0,6.0,20.0,220.0,2231.0,8.0,26.0,5.0,17.0
0,3.0,2.0,30.0,113.0,5.0,32.0,6.0,20.0,323.0,1815.0,8.0,52.0,9.0,17.0
0,5.0,2.0,20.0,167.0,2.0,34.0,7.0,19.0,228.0,2032.0,8.0,38.0,4.0,17.0
0,5.0,2.0,26.0,310.0,2.0,34.0,7.0,20.0,137.0,2117.0,5.0,53.0,9.0,17.0
0,5.0,2.0,20.0,372.0,5.0,32.0,6.0,20.0,323.0,2032.0,8.0,54.0,6.0,17.0
0,8.0,2.0,29.0,310.0,2.0,32.0,6.0,20.0,216.0,2117.0,8.0,54.0,9.0,17.0
0,2.0,2.0,32.0,387.0,2.0,16.0,5.0,21.0,127.0,2401.0,8.0,12.0,4.0,17.0
0,3.0,2.0,20.0,170.0,4.0,19.0,6.0,20.0,228.0,2117.0,8.0,21.0,5.0,17.0
0,3.0,2.0,46.0,175.0,4.0,21.0,6.0,29.0,228.0,2353.0,8.0,40.0,9.0,17.0
0,3.0,2.0,30.0,113.0,5.0,23.0,6.0,28.0,356.0,1186.0,8.0,40.0,0.0,16.0
0,8.0,2.0,34.0,170.0,2.0,34.0,7.0,19.0,224.0,1135.0,8.0,67.0,0.0,16.0
0,7.0,2.0,41.0,106.0,2.0,31.0,3.0,20.0,311.0,1555.0,8.0,63.0,9.0,17.0
0,2.0,2.0,16.0,120.0,2.0,34.0,7.0,19.0,124.0,2117.0,8.0,17.0,9.0,17.0
0,6.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,229.0,2117.0,8.0,54.0,6.0,17.0
0,8.0,2.0,20.0,372.0,5.0,19.0,6.0,30.0,228.0,2032.0,8.0,38.0,2.0,17.0
0,2.0,2.0,18.0,347.0,2.0,16.0,5.0,20.0,334.0,2117.0,8.0,57.0,9.0,17.0
0,7.0,2.0,16.0,437.0,2.0,16.0,5.0,21.0,333.0,2401.0,8.0,34.0,7.0,17.0
0,8.0,2.0,24.0,434.0,5.0,34.0,7.0,28.0,176.0,2401.0,8.0,52.0,2.0,17.0
0,2.0,2.0,20.0,170.0,4.0,16.0,5.0,20.0,131.0,2117.0,8.0,54.0,6.0,17.0
0,2.0,2.0,26.0,207.0,4.0,16.0,5.0,28.0,260.0,2117.0,8.0,38.0,9.0,17.0
0,6.0,2.0,33.0,319.0,3.0,27.0,2.0,11.0,321.0,1505.0,8.0,38.0,9.0,17.0
0,8.0,2.0,46.0,354.0,2.0,11.0,8.0,37.0,248.0,2401.0,8.0,38.0,9.0,17.0
0,3.0,2.0,20.0,167.0,2.0,34.0,7.0,19.0,224.0,2117.0,8.0,60.0,6.0,11.0
0,6.0,4.0,33.0,319.0,3.0,31.0,2.0,20.0,139.0,2117.0,8.0,54.0,5.0,17.0
0,5.0,2.0,20.0,170.0,4.0,16.0,5.0,20.0,229.0,2117.0,8.0,54.0,5.0,17.0
0,8.0,2.0,16.0,120.0,5.0,16.0,5.0,19.0,164.0,2117.0,8.0,54.0,6.0,17.0
0,5.0,2.0,20.0,434.0,5.0,16.0,5.0,11.0,260.0,2117.0,8.0,47.0,0.0,16.0
0,7.0,2.0,11.0,354.0,2.0,21.0,4.0,16.0,208.0,2401.0,8.0,38.0,2.0,17.0
0,2.0,2.0,29.0,268.0,2.0,17.0,4.0,20.0,139.0,1505.0,8.0,54.0,8.0,17.0
0,7.0,2.0,20.0,391.0,5.0,16.0,5.0,21.0,170.0,2541.0,8.0,54.0,6.0,17.0
0,7.0,2.0,20.0,282.0,5.0,34.0,7.0,21.0,200.0,2438.0,8.0,38.0,9.0,17.0
0,5.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,299.0,1891.0,8.0,21.0,4.0,15.0
0,2.0,2.0,16.0,185.0,2.0,34.0,7.0,20.0,224.0,2117.0,8.0,65.0,9.0,17.0
0,8.0,2.0,20.0,372.0,5.0,16.0,5.0,13.0,164.0,2117.0,8.0,59.0,7.0,17.0
0,5.0,2.0,20.0,282.0,5.0,16.0,5.0,19.0,153.0,1929.0,8.0,40.0,0.0,16.0
0,7.0,2.0,30.0,113.0,5.0,16.0,5.0,20.0,164.0,2117.0,8.0,38.0,2.0,15.0
0,5.0,2.0,21.0,424.0,5.0,16.0,5.0,28.0,240.0,2117.0,8.0,65.0,8.0,17.0
0,8.0,2.0,21.0,437.0,5.0,12.0,8.0,32.0,203.0,1555.0,8.0,13.0,4.0,17.0
0,8.0,2.0,16.0,120.0,4.0,17.0,4.0,20.0,139.0,1815.0,8.0,52.0,6.0,17.0
0,7.0,2.0,26.0,392.0,2.0,16.0,5.0,21.0,333.0,1186.0,8.0,54.0,6.0,11.0
0,8.0,2.0,18.0,297.0,5.0,16.0,5.0,20.0,217.0,1815.0,8.0,17.0,9.0,17.0
0,3.0,4.0,33.0,319.0,3.0,27.0,2.0,11.0,311.0,1135.0,8.0,37.0,9.0,17.0
0,7.0,2.0,46.0,354.0,2.0,32.0,6.0,21.0,136.0,2401.0,8.0,38.0,5.0,17.0
0,2.0,2.0,20.0,220.0,5.0,32.0,6.0,21.0,127.0,2032.0,8.0,54.0,9.0,17.0
0,7.0,2.0,16.0,212.0,5.0,34.0,7.0,21.0,323.0,2117.0,8.0,12.0,0.0,16.0
0,8.0,2.0,41.0,135.0,5.0,34.0,7.0,21.0,200.0,2401.0,8.0,12.0,8.0,17.0
0,7.0,2.0,16.0,310.0,2.0,34.0,7.0,21.0,200.0,1821.0,8.0,38.0,9.0,17.0
0,7.0,2.0,21.0,424.0,5.0,16.0,5.0,20.0,357.0,2117.0,8.0,47.0,6.0,17.0
0,3.0,2.0,24.0,431.0,5.0,32.0,6.0,19.0,124.0,1505.0,8.0,38.0,6.0,17.0
0,3.0,2.0,34.0,120.0,4.0,32.0,6.0,19.0,229.0,1815.0,8.0,57.0,9.0,17.0
